AFP_ENG_20090802.0401	1511	1517	E0734088	1.0	GPE
AFP_ENG_20090802.0401	1552	1553	E0640682	1.0	ORG
AFP_ENG_20090802.0401	1740	1754	NIL0582	1.0	PER
AFP_ENG_20090802.0401	1784	1799	E0469222	1.0	ORG
AFP_ENG_20090802.0401	183	190	E0794790	1.0	GPE
AFP_ENG_20090802.0401	1832	1833	E0640682	1.0	ORG
AFP_ENG_20090802.0401	1884	1885	E0640682	1.0	ORG
AFP_ENG_20090802.0401	2080	2089	E0166846	1.0	PER
AFP_ENG_20090802.0401	2308	2314	NIL0583	1.0	GPE
AFP_ENG_20090802.0401	2357	2360	E0166846	1.0	PER
AFP_ENG_20090802.0401	2417	2422	E0397283	1.0	GPE
AFP_ENG_20090802.0401	2482	2500	E0640682	1.0	ORG
AFP_ENG_20090802.0401	2750	2756	E0734088	1.0	GPE
AFP_ENG_20090802.0401	2845	2850	NIL0949	1.0	GPE
AFP_ENG_20090802.0401	2864	2871	E0795131	1.0	GPE
AFP_ENG_20090802.0401	2913	2919	E0734088	1.0	GPE
AFP_ENG_20090802.0401	3311	3317	E0734088	1.0	GPE
AFP_ENG_20090802.0401	3615	3628	NIL0069	1.0	PER
AFP_ENG_20090802.0401	3773	3779	E0734088	1.0	GPE
AFP_ENG_20090802.0401	383	389	E0734088	1.0	GPE
AFP_ENG_20090802.0401	3893	3902	E0039697	1.0	GPE
AFP_ENG_20090802.0401	446	459	E0640682	1.0	ORG
AFP_ENG_20090802.0401	594	596	NIL0582	1.0	PER
AFP_ENG_20090802.0401	997	1011	NIL0582	1.0	PER
AFP_ENG_20090831.0147	185	194	E0741526	1.0	ORG
AFP_ENG_20090831.0147	369	373	NIL0128	1.0	GPE
AFP_ENG_20090831.0147	58	67	E0741526	1.0	ORG
AFP_ENG_20090831.0147	726	738	NIL0843	1.0	ORG
AFP_ENG_20090831.0147	749	762	NIL1067	1.0	PER
AFP_ENG_20090831.0147	749	762	NIL1067	1.0	PER
AFP_ENG_20090930.0456	1120	1127	NIL1115	1.0	GPE
AFP_ENG_20090930.0456	133	144	E0437985	1.0	GPE
AFP_ENG_20090930.0456	230	238	E0533047	1.0	GPE
AFP_ENG_20090930.0456	291	314	NIL0282	1.0	PER
AFP_ENG_20090930.0456	440	447	NIL0605	1.0	GPE
AFP_ENG_20090930.0456	682	688	NIL0720	1.0	GPE
AFP_ENG_20090930.0456	78	86	E0533047	1.0	GPE
AFP_ENG_20090930.0456	805	812	NIL0605	1.0	GPE
AFP_ENG_20090930.0456	938	944	NIL0282	1.0	PER
AFP_ENG_20090930.0456	996	1003	NIL0605	1.0	GPE
AFP_ENG_20091007.0089	1212	1216	NIL0238	1.0	PER
AFP_ENG_20091007.0089	1297	1306	E0361283	1.0	ORG
AFP_ENG_20091007.0089	1313	1326	NIL0630	1.0	ORG
AFP_ENG_20091007.0089	1389	1391	E0384127	1.0	ORG
AFP_ENG_20091007.0089	1661	1665	NIL0238	1.0	PER
AFP_ENG_20091007.0089	2118	2122	NIL0238	1.0	PER
AFP_ENG_20091007.0089	2209	2213	NIL0238	1.0	PER
AFP_ENG_20091007.0089	364	369	E0124796	1.0	ORG
AFP_ENG_20091007.0089	470	479	E0739132	1.0	GPE
AFP_ENG_20091007.0089	576	582	E0078394	1.0	ORG
AFP_ENG_20091007.0089	661	670	E0361283	1.0	ORG
AFP_ENG_20091007.0089	974	985	NIL0238	1.0	PER
AFP_ENG_20091127.0571	1068	1082	E0197926	1.0	PER
AFP_ENG_20091127.0571	1186	1192	NIL0028	1.0	ORG
AFP_ENG_20091127.0571	1253	1259	E0197926	1.0	PER
AFP_ENG_20091127.0571	1336	1345	E0189600	1.0	PER
AFP_ENG_20091127.0571	1351	1357	NIL0013	1.0	ORG
AFP_ENG_20091127.0571	137	143	NIL0674	1.0	GPE
AFP_ENG_20091127.0571	188	200	E0372728	1.0	PER
AFP_ENG_20091127.0571	304	315	E0187409	1.0	PER
AFP_ENG_20091127.0571	404	414	E0760405	1.0	PER
AFP_ENG_20091127.0571	448	452	NIL0013	1.0	ORG
AFP_ENG_20091127.0571	482	488	NIL0538	1.0	ORG
AFP_ENG_20091127.0571	498	528	E0777095	1.0	ORG
AFP_ENG_20091127.0571	605	611	NIL0028	1.0	ORG
AFP_ENG_20091127.0571	63	68	E0372728	1.0	PER
AFP_ENG_20091127.0571	666	670	NIL0013	1.0	ORG
AFP_ENG_20091127.0571	76	80	NIL0028	1.0	ORG
AFP_ENG_20091127.0571	781	787	NIL0013	1.0	ORG
AFP_ENG_20091127.0571	934	939	E0187409	1.0	PER
AFP_ENG_20091127.0571	99	103	NIL0013	1.0	ORG
AFP_ENG_20091216.0069	1007	1023	E0264831	1.0	PER
AFP_ENG_20091216.0069	1102	1104	E0616747	1.0	PER
AFP_ENG_20091216.0069	1116	1119	E0083620	1.0	PER
AFP_ENG_20091216.0069	121	130	E0401466	1.0	GPE
AFP_ENG_20091216.0069	1214	1223	E0739132	1.0	GPE
AFP_ENG_20091216.0069	1226	1231	E0264831	1.0	PER
AFP_ENG_20091216.0069	1692	1704	E0463142	1.0	PER
AFP_ENG_20091216.0069	175	184	E0264831	1.0	PER
AFP_ENG_20091216.0069	1816	1829	E0716400	1.0	PER
AFP_ENG_20091216.0069	1837	1842	E0264831	1.0	PER
AFP_ENG_20091216.0069	1921	1926	E0716400	1.0	PER
AFP_ENG_20091216.0069	2019	2024	E0264831	1.0	PER
AFP_ENG_20091216.0069	2121	2126	NIL0754	1.0	PER
AFP_ENG_20091216.0069	222	227	E0496842	1.0	ORG
AFP_ENG_20091216.0069	334	352	E0496842	1.0	ORG
AFP_ENG_20091216.0069	501	519	E0496842	1.0	ORG
AFP_ENG_20091216.0069	58	67	E0264831	1.0	PER
AFP_ENG_20091216.0069	957	975	E0496842	1.0	ORG
AFP_ENG_20100323.0690	1156	1165	NIL0207	1.0	PER
AFP_ENG_20100323.0690	1184	1198	NIL0555	1.0	ORG
AFP_ENG_20100323.0690	140	149	E0401466	1.0	GPE
AFP_ENG_20100323.0690	1530	1553	E0642555	1.0	ORG
AFP_ENG_20100323.0690	1618	1634	NIL0872	1.0	PER
AFP_ENG_20100323.0690	1883	1888	E0403804	1.0	PER
AFP_ENG_20100323.0690	200	201	E0679687	1.0	GPE
AFP_ENG_20100323.0690	2032	2040	NIL0872	1.0	PER
AFP_ENG_20100323.0690	2153	2176	E0642555	1.0	ORG
AFP_ENG_20100323.0690	2790	2800	NIL0845	1.0	PER
AFP_ENG_20100323.0690	2842	2860	E0205827	1.0	ORG
AFP_ENG_20100323.0690	2865	2874	E0401466	1.0	GPE
AFP_ENG_20100323.0690	3150	3155	NIL0023	1.0	ORG
AFP_ENG_20100323.0690	3612	3633	E0234308	1.0	ORG
AFP_ENG_20100323.0690	3760	3772	NIL0100	1.0	PER
AFP_ENG_20100323.0690	406	413	E0227456	1.0	ORG
AFP_ENG_20100323.0690	4099	4105	NIL0100	1.0	PER
AFP_ENG_20100323.0690	4126	4137	NIL1105	1.0	PER
AFP_ENG_20100323.0690	4581	4593	E0396749	1.0	ORG
AFP_ENG_20100323.0690	4621	4633	E0679687	1.0	GPE
AFP_ENG_20100323.0690	680	690	E0403804	1.0	PER
AFP_ENG_20100323.0690	89	90	E0679687	1.0	GPE
AFP_ENG_20100326.0072	1084	1090	E0415113	1.0	GPE
AFP_ENG_20100326.0072	214	215	E0679687	1.0	GPE
AFP_ENG_20100326.0072	393	406	E0024433	1.0	PER
AFP_ENG_20100326.0072	58	59	E0679687	1.0	GPE
AFP_ENG_20100326.0072	653	663	NIL0544	1.0	PER
AFP_ENG_20100326.0072	745	758	E0024433	1.0	PER
AFP_ENG_20100326.0072	870	877	E0024433	1.0	PER
AFP_ENG_20100326.0072	97	101	E0382887	1.0	GPE
AFP_ENG_20100328.0251	1063	1077	NIL0722	1.0	PER
AFP_ENG_20100328.0251	1112	1118	NIL0239	1.0	PER
AFP_ENG_20100328.0251	1124	1131	NIL0037	1.0	ORG
AFP_ENG_20100328.0251	1142	1153	NIL0398	1.0	PER
AFP_ENG_20100328.0251	1185	1190	NIL0398	1.0	PER
AFP_ENG_20100328.0251	1282	1288	NIL0239	1.0	PER
AFP_ENG_20100328.0251	1310	1316	NIL0115	1.0	PER
AFP_ENG_20100328.0251	1437	1442	NIL0567	1.0	PER
AFP_ENG_20100328.0251	1528	1535	NIL0037	1.0	ORG
AFP_ENG_20100328.0251	1542	1552	NIL0051	1.0	ORG
AFP_ENG_20100328.0251	1665	1673	NIL0101	1.0	PER
AFP_ENG_20100328.0251	1718	1724	NIL0115	1.0	PER
AFP_ENG_20100328.0251	1862	1878	NIL0493	1.0	PER
AFP_ENG_20100328.0251	1930	1939	E0651590	1.0	ORG
AFP_ENG_20100328.0251	1992	1998	NIL0722	1.0	PER
AFP_ENG_20100328.0251	2029	2039	NIL0051	1.0	ORG
AFP_ENG_20100328.0251	2073	2079	NIL0722	1.0	PER
AFP_ENG_20100328.0251	208	215	NIL0037	1.0	ORG
AFP_ENG_20100328.0251	2133	2140	NIL0037	1.0	ORG
AFP_ENG_20100328.0251	2153	2163	E0182330	1.0	PER
AFP_ENG_20100328.0251	2206	2216	NIL0051	1.0	ORG
AFP_ENG_20100328.0251	2305	2312	NIL0275	1.0	PER
AFP_ENG_20100328.0251	2335	2341	NIL0239	1.0	PER
AFP_ENG_20100328.0251	386	400	NIL0275	1.0	PER
AFP_ENG_20100328.0251	443	453	NIL0051	1.0	ORG
AFP_ENG_20100328.0251	503	515	NIL0239	1.0	PER
AFP_ENG_20100328.0251	565	571	E0145816	1.0	GPE
AFP_ENG_20100328.0251	693	699	E0145816	1.0	GPE
AFP_ENG_20100328.0251	959	965	NIL0115	1.0	PER
AFP_ENG_20100404.0217	519	523	E0038676	1.0	GPE
AFP_ENG_20100404.0217	654	668	NIL0791	1.0	PER
AFP_ENG_20100404.0217	806	811	NIL0317	1.0	GPE
AFP_ENG_20100404.0217	961	980	NIL0805	1.0	PER
AFP_ENG_20100710.0267	1006	1008	E0044928	1.0	ORG
AFP_ENG_20100710.0267	1034	1040	E0145816	1.0	GPE
AFP_ENG_20100710.0267	1067	1068	E0018102	1.0	GPE
AFP_ENG_20100710.0267	134	139	E0756436	1.0	GPE
